web-scraper-order,web-scraper-start-url,page,page-href,question,underline
"1708214200-262","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","使いこなす (tsukaikonasu): to handle (men), to master (a tool), to manage",""
"1708214200-263","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","たえず: constantly, always, continually",""
"1708214200-264","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","発明 (hatsumei): invention",""
"1708214200-265","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","ぎゃくに: conversely, on the contrary",""
"1708214200-266","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","地震: earthquake",""
"1708214200-267","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","被害: damage",""
"1708214200-268","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","確か: certain, sure, definite",""
"1708214200-269","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","情報: information, intelligence, news",""
"1708214200-270","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","得る (eru): to get, to acquire, to obtain",""
"1708214200-271","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 08","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-8/","大切 (taisetsu): important, valuable",""
"1708214205-272","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","印刷技術は昔に比べてかなり進歩してきた。","印刷技術"
"1708214205-273","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","印刷技術は昔に比べてかなり進歩してきた。","比べて"
"1708214205-274","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","印刷技術は昔に比べてかなり進歩してきた。","進歩"
"1708214205-275","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","1. 印刷
 いんさつ
 いんしゃつ
 あんさつ
 あんしゃつ",""
"1708214205-276","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","2. 技術
 きじゅつ
 きげい
 ぎげい
 ぎじゅつ",""
"1708214205-277","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","3. 比べて
 くらべて
 のらべて
 しらべて
 おさべて",""
"1708214205-279","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","4. 進歩
 さんぽ
 さんぼ
 しんぽ
 しんぼ",""
"1708214205-281","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","八十さいのそふは、毎朝近くのこうえんを散歩する。","さい"
"1708214205-282","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","八十さいのそふは、毎朝近くのこうえんを散歩する。","そふ"
"1708214205-283","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","八十さいのそふは、毎朝近くのこうえんを散歩する。","こうえん"
"1708214205-284","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","5. さい
 栽
 裁
 歳
 蔵",""
"1708214205-285","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","6. そふ
 租父
 粗父
 祖父
 組父",""
"1708214205-286","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","7. こうえん
 郊遠
 郊園
 公遠
 公園",""
"1708214205-287","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","この住宅は、光が部屋の奥まで届くようにつくられている。","光"
"1708214205-288","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","この住宅は、光が部屋の奥まで届くようにつくられている。","奥"
"1708214205-289","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","この住宅は、光が部屋の奥まで届くようにつくられている。","届く"
"1708214205-290","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","8. 光
 ひかり
 いかり
 こめ
 きはり",""
"1708214205-291","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","9. 奥
 うち
 おく
 なか
 ちゅう",""
"1708214205-292","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","10. 届く
 とどく
 ひらく
 きく
 おどろく",""
"1708214205-294","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","Answer Key:",""
"1708214205-295","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","Question 1: 1 (印刷 => いんさつ)
Question 2: 4 (技術 => ぎじゅつ)
Question 3: 1 (比べて => くらべて)
Question 4: 3 (進歩 => しんぽ)
Question 5: 3 (さい => 歳)
Question 6: 3 (そふ => 祖父)
Question 7: 4 (こうえん => 公園)
Question 8: 1 (光 => ひかり)
Question 9: 2 (奥 => おく)
Question 10: 1 (届く => とどく)",""
"1708214205-296","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","New words:",""
"1708214205-297","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","印刷: printing",""
"1708214205-298","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","技術: art, craft, technique",""
"1708214205-299","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","比べる: to compare, to make a comparison",""
"1708214205-300","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","進歩: progress, development",""
"1708214205-301","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","さい: -years-old",""
"1708214205-302","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","そふ: grandfather",""
"1708214205-303","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","住宅 (juutaku): residence, housing, residential building",""
"1708214205-304","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","光: light",""
"1708214205-305","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","奥: interior, inner part, inside",""
"1708214205-306","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 07","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-7/","届く: to reach, to arrive, to get through, to be delivered",""
"1708214211-307","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","松本は一覧の上のほうにある項目を指さした。","項目"
"1708214211-308","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","1. 項目
 こうめ
 うなじめ
 こうもく
 うなじもく",""
"1708214211-309","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","彼女はドアを開錠し、心も軽やかにうすぐらいらせん階段をおりていった。","うすぐらい"
"1708214211-310","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","2. うすぐらい
 落暗い
 薄暗い
 落倍い
 薄倍い",""
"1708214211-311","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","北極については周辺５カ国（アメリカ、カナダ、デンマーク、ノルウェー、ロシア）が領有権を主張している。","周辺"
"1708214211-312","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","3. 周辺
 しゅうえ
 しゅうべ
 しゅうべん
 しゅうへん",""
"1708214211-313","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","わたしはしっけを吸い込んですっかりからまった髪をとかしながら、鏡に映った自分の顔を見る。","しっけ"
"1708214211-314","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","4. しっけ
 温気
 潤気
 湿気
 溝気",""
"1708214211-315","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","飛行機が九時間遅れたので見学時間に間に合わなかった。","見学"
"1708214211-316","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","5. 見学
 みがく
 けんがく
 みまなび
 けんまなび",""
"1708214211-317","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","ピーチで縫い物をする母の姿をうかんでくる。","うかんで"
"1708214211-318","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","6. うかんで
 浮かんで
 流かんで
 漂かんで
 漆かんで",""
"1708214211-319","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","グラフの太いきょくせんは、こむぎのゆにゅうりょうの年間の変化をしめしている。","ゆにゅうりょう"
"1708214211-320","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","7. ゆにゅうりょう
 有入量
 輸入量
 夕入量
 優入量",""
"1708214211-321","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","今週は各地でいろいろなお祭りがあります。","各地"
"1708214211-322","https://japanesetest4you.com/category/jlpt-n2/jlpt-n2-kanji-test/page/1/","JLPT N2 – Kanji Exercise 06","https://japanesetest4you.com/japanese-language-proficiency-test-jlpt-n2-kanji-exercise-6/","8. 各地
 かっじ
 かっち
 かくち
 かくじ",""
